Autor,ML o DL,Algoritmo Nombre,Algoritmo,Arquitectura,Pais de estudio,Región de estudio,Fuente de datos,Nombre Metrica,Metrica de evaluacion,Repositorio,Source Category,Source type,Product,Feature name,Temporal res.,Spatial res.,Output deseado,Link repository
,,,,,,,,,,,Meteorological,,,Drought index (pdsi),,,,
,,,,,,,,,,,Remote sensing,,,Vegetation (NDVI),,,,
,,,,,,,,,,,Socio economic,,,Population density (population),,,,
,,,,,,,,,,,Remote sensing,,,Energy release component (ERC),,,,
,,,,,,,,,,,Remote sensing,,,Firemask at time t (pfm),,,,
,,,,,,,,,,,Remote sensing,,,Firemask at time t+1 (fm),,,,
Xingyue et al - 2024,DL,Convolutional Neural Networks (CNN),CNN,No,China,China,MOD14A1,accuracy,ACC,No,Topographic,Topography,Geospatial Data Cloud,Elevation,,90m,Modelo de predicción de riesgo de incendio forestal (PSO-CNN),
,,,,,,,,AUC,AUC,,Topographic,Topography,Geospatial Data Cloud,Slope,,90m,Mapa de riesgo de incendio a nivel nacional,
,,,,,,,,,,,Topographic,Topography,Geospatial Data Cloud,Aspect,,90m,,
,,,,,,,,,,,Meteorological,Climate,National Meteorological Information Center,Temperature,,,,
,,,,,,,,,,,Meteorological,Climate,National Meteorological Information Center,Relative Humidity,,,,
,,,,,,,,,,,Meteorological,Climate,National Meteorological Information Center,Precipitation,,,,
,,,,,,,,,,,Meteorological,Climate,National Meteorological Information Center,Wind,,,,
,,,,,,,,,,,Topographic,Combustibles,Geospatial Data Cloud,NDVI,,1km,,
,,,,,,,,,,,Topographic,Combustibles,Geospatial Data Cloud,NMDI,,1km,,
,,,,,,,,,,,Topographic,Combustibles,LAADS DAAC,Land Cover,,500m,,
,,,,,,,,,,,Topographic,Human Activity,DMSP/OLS; VIRRS,Euclidean Distance,,,,
Yang et al - 2024,DL,SESMTML,SESMTML,ResNet34,China,"Frontera entre los distritos de Miyun y Pinggu en Beijing, China",FireRisk dataset,Accuracy,ACC,No,Topographic,,,Imágenes NAIP (National Agriculture Imagery Program),,320x320px,Modelo de predicción de peligro de incendio forestal (SESMTML),
,,,,,,,,Precision,PREC,,,,,,,,Mapa de zonificación de peligro de incendio forestal,
,,,,,,,,Recall,REC,,,,,,,,,
,,,,,,,,F1-score,F1,,,,,,,,,
Yu et al - 2024,ML,AutoSklearn,AutoSklearn,No,China,"Guangdong, Hong Kong",,Accuracy,ACC,No,Remote sensing,Fire data,NASA FIRMS,VIIRS,Daily,375 m,Modelo de predicción de riesgo de incendio forestal,
,,,,,,Macao en el sureste de China,,Precision,PREC,,Topographic,Remote sensing product,NASA SRTM,DEM,-,30 m,Subconjunto de características óptimas para la predicción de incendios forestales,
,,,,,,,,Recall,REC,,Topographic,Remote sensing product,[44],CLCD,Yearly,30 m,,
,,,,,,,,F1-score,F1,,Remote sensing,Remote sensing product,UCSB/CHC,CHIRPS,Daily,5566 m,,
,,,,,,,,ROC_AUC,AUC,,Remote sensing,Remote sensing product,USGS,MYD11A1,Daily,1000 m,,
,,,,,,,,,,,Remote sensing,Satellite image,USGS,MYD09GA,Daily,500 m,,
Yu et al - 2024 ,DL,SimpleGAN,SimpleGAN,No,Congo,República del Congo,VIIRS C2 de la NASA LANCE NOAA-20,Accuracy,ACC,No,Remote sensing,,NOAA-20 VIIRS C2,,Daily,375m,Predicción de incendios forestales,
,,SparseGAN,SparseGAN,,,,,,,,Remote sensing,,SNPP VIIRS C2,,Daily,375m,Imágenes generadas por GANs,
,,CGAN ,CGAN,,,,,,,,Remote sensing,,Sentinel-1 GRD,,Daily,10m,,
,,U-Net,U-Net,,,,,,,,Remote sensing,,Sentinel-2 SR Harmonized,,Daily,10m,,
,,ConvLSTM,ConvLSTM,,,,,,,,,,,,,,,
,,Attention ConvLSTM,Attention ConvLSTM,,,,,,,,,,,,,,,
Yu et al - 2024,ML,Random Forest,RF,,China,Suroeste de China,VNP46A2 de Black Marble de la NASA,Overall Accuracy,OA,No,Meteorological,,VNP46 A2 Day-Level NTL Image,Maximum NTL Radiance (F₁),,15 arcosegundos,"Clasificación de píxeles en tres categorías: píxeles negros, píxeles de luz estable y píxeles de incendios forestales",
,,,,,,,,,,,Meteorological,,VNP46 A2 Day-Level NTL Image,Proportion of NTL Radiance Greater than Threshold (F₂),,,Análisis espaciotemporal de la distribución de incendios forestales,
,,,,,,,,,,,Meteorological,,VNP46 A2 Day-Level NTL Image,Mutation Rate of NTL Radiance (F₃),,,,
Yunusov et al - 2024 ,DL,TranSDet,TranSDet,YOLOv8,Not specified,Not specified,7000 imágenes de incendios forestales diurnos y nocturnos,Accuracy,ACC,No,Remote sensing,,,Forest Fire Images,,,Detección de incendios forestales en imágenes con una precisión del 97%,
,,,,,,,,,,,Remote sensing,,,Video Frames,,,,
Zhang et al - 2024,ML,AutoGluon,AutoGluon,,China,"Guangxi Province, China",,Accuracy,ACC,No,Meteorological,Climate factors,China Meteorological Daily Meteorological Data Service (http://data.cma.cn),Daily precipitation,,,Forest fire occurrence prediction model,
,,,,,,,,precision,PREC,,Meteorological,Climate factors,China Meteorological Daily Meteorological Data Service (http://data.cma.cn),Average daily temperature,,,,
,,,,,,,,recall,REC,,Meteorological,Climate factors,Geospatial Data Cloud (http://www.gscloud.cn),Average daily wind speed,,,,
,,,,,,,,F1-score,F1,,Meteorological,Climate factors,Geospatial Data Cloud (http://data.cma.cn),Average daily relative humidity,,,,
,,,,,,,,,,,Topographic,Topographical factors,Geospatial Data Cloud (http://www.gscloud.cn),Elevation,,,,
,,,,,,,,,,,Topographic,Topographical factors,National Geomatics Center of China (http://www.gscloud.cn),Slope,,,,
,,,,,,,,,,,Topographic,Topographical factors,National Geomatics Center of China (http://www.webmap.cn),Aspect index,,,,
,,,,,,,,,,,Socio economic,Topographical factors,No especificado,Distance to the nearest river system,,,,
,,,,,,,,,,,Remote sensing,Vegetation factors,Resource and Environment Science and Data Center (https://www.resdc.cn),NDVI,,,,
Zhang et al - 2024,ML,Grey Wolf Optimizer (GWO),GWO,No,China,"Liangshan Prefecture, Sichuan Province, China",Moderate Resolution Imaging Spectroradiometer (MODIS),Precision,PREC,No,Topographic,Terrain Factors,,Altitude,,,Forest fire area growth rate warning map,
,,eXtreme Gradient Boosting (XGBoost),XGBoost,,,,Visible Infrared Imaging Radiometer Suite (VIIRS),accuracy,ACC,,Remote sensing,Vegetation Factors,,NDVI,,,,
,,,,,,,,recall,REC,,Meteorological,Meteorological Factors,,MT (K),,,,
,,,,,,,,F-value,F-value,,Meteorological,Meteorological Factors,,"MH (Monthly Humidity, kg·kg⁻¹)",,,,
,,,,,,,,AUC,AUC,,Meteorological,Meteorological Factors,,"MP (Monthly Precipitation, kg·m⁻²·s⁻¹)",,,,
,,,,,,,,,,,Meteorological,Meteorological Factors,,"MSR (Monthly Solar Radiation, W·m⁻²)",,,,
,,,,,,,,,,,Meteorological,Meteorological Factors,,"MW (Monthly Wind Speed, m·s⁻¹)",,,,
,,,,,,,,,,,Meteorological,Human Activity Factors,,PD (people/km²),,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,BUI,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,Danger-risk,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,DC,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,DMC,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,DSR,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,FFMC,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,FWI,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,ISI,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,FDI,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,KBDI,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,BI,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,ERC,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,IC,,,,
,,,,,,,,,,,Meteorological,Fire Risk Assessment Factors,,SC,,,,
Zhao et al - 2024,ML,Random Forest (RF),RF,No,China,"Guangdong-Hong Kong-Macao Greater Bay Area (GBA), China",VIIRS (S-NPP) data product from NASA Fire Information for Resource Management System (FIRMS),Accuracy,ACC,No,Topographic,Factor Estático,NASA DEM,Altitud,-,30 m,Forest fire susceptibility maps,
,ML,Support Vector Machine (SVM),SVM,,,,,Precision,PREC,,Topographic,Factor Estático,NASA DEM,Pendiente,-,30 m,,
,ML,Multi-layer Perceptron (MLP),MLP,,,,,Recall,REC,,Topographic,Factor Estático,NASA DEM,Aspecto,-,30 m,,
,,,,,,,,F1-score,F1,,Topographic,Factor Dinámico,CHIRPS,Precipitación,Diario,5566 m,,
,,,,,,,,,,,Meteorological,Factor Dinámico,MYD11A1,Temperatura Superficial,Diario,1000 m,,
,,,,,,,,,,,Remote sensing,Factor Dinámico,MYD09GA,Índice de Agua Normalizado,Diario,500 m,,
,,,,,,,,,,,Remote sensing,Factor Dinámico,MYD09GA,Índice de Vegetación Normalizado,Diario,500 m,,
,,,,,,,,,,,Remote sensing,Factor Dinámico,MYD09GA,Índice de Vegetación Mejorado,Diario,500 m,,
